file, checkpoint, dataset, random_seed, optimizer, batch size, aws instance, loss, miou, bg iou, kelp iou, val loss, val miou, val bg iou, val kelp iou
checkpoint_250320.pt,TRUE,coarse kelp beds, 0, torch.optim.Adam(model.parameters(), lr=1e-4, weight_decay=0.01), 16, p3.2xlarge,
checkpoint_310320.pt,FALSE,fine kelp beds, 0, torch.optim.Adam(model.parameters(), lr=1e-4, weight_decay=0.01), 64, p3.2xlarge,0.2907,0.6121,0.7690,0.4552,0.3298,0.6003,0.7378,0.4628
